SpineBase|-0.5727542|-0.1046378|1.512219,SpineMid|-0.563514|0.1868945|1.569299,Neck|-0.5511047|0.464553|1.613949,Head|-0.5145422|0.5943223|1.619509,ShoulderLeft|-0.643863|0.3536961|1.467221,ElbowLeft|-0.7127277|0.1407225|1.361525,WristLeft|-0.6555216|-0.07852861|1.266382,HandLeft|-0.6360375|-0.1407412|1.254595,ShoulderRight|-0.4729625|0.3420308|1.719955,ElbowRight|-0.4632168|0.04101657|1.795151,WristRight|-0.3808922|-0.1704959|1.726899,HandRight|-0.3614046|-0.2316526|1.697057,HipLeft|-0.5999795|-0.1000332|1.428252,KneeLeft|-0.5125738|-0.4469048|1.348037,AnkleLeft|-0.5762503|-0.7304159|1.326124,FootLeft|-0.5057793|-0.7867823|1.321126,HipRight|-0.5205922|-0.1046636|1.529971,KneeRight|-0.6868449|-0.5498719|1.521883,AnkleRight|-0.7079083|-0.78308|1.459625,FootRight|-0.6150979|-0.8091555|1.363585,SpineShoulder|-0.5547817|0.3968974|1.604828,HandTipLeft|-0.6227251|-0.1801618|1.217973,ThumbLeft|-0.6609753|-0.1125296|1.196533,HandTipRight|-0.3575599|-0.2827634|1.679768,ThumbRight|-0.3238551|-0.2200247|1.694
SpineBase|-0.568388|-0.1064852|1.511306,SpineMid|-0.5610657|0.1861908|1.569055,Neck|-0.5499507|0.4644858|1.614049,Head|-0.5106084|0.5939834|1.61947,ShoulderLeft|-0.6407866|0.353161|1.467337,ElbowLeft|-0.7084892|0.1394758|1.361907,WristLeft|-0.6535918|-0.0786656|1.266622,HandLeft|-0.6266374|-0.1434524|1.253088,ShoulderRight|-0.4715074|0.3418137|1.719965,ElbowRight|-0.4570415|0.04192436|1.794892,WristRight|-0.3748685|-0.1693508|1.726315,HandRight|-0.3441648|-0.2320834|1.695955,HipLeft|-0.5954343|-0.1019132|1.42786,KneeLeft|-0.5059053|-0.4481553|1.349737,AnkleLeft|-0.538045|-0.8200085|1.305531,FootLeft|-0.4526632|-0.8648926|1.215043,HipRight|-0.5164395|-0.1064156|1.52836,KneeRight|-0.6840789|-0.5502006|1.52331,AnkleRight|-0.6983621|-0.8204395|1.460752,FootRight|-0.6034136|-0.84526|1.36704,SpineShoulder|-0.5533624|0.3967139|1.604871,HandTipLeft|-0.6146572|-0.1861356|1.219787,ThumbLeft|-0.6456871|-0.1497723|1.178875,HandTipRight|-0.3412305|-0.2842834|1.679509,ThumbRight|-0.3069523|-0.2120257|1.686111
SpineBase|-0.5521444|-0.1062463|1.517255,SpineMid|-0.5431706|0.1853806|1.572401,Neck|-0.5305627|0.4628695|1.614774,Head|-0.4963484|0.5934324|1.619713,ShoulderLeft|-0.6280177|0.3516966|1.467917,ElbowLeft|-0.6962538|0.1368174|1.363302,WristLeft|-0.6451195|-0.07987377|1.268606,HandLeft|-0.6158471|-0.1477043|1.252989,ShoulderRight|-0.4502811|0.3392291|1.720115,ElbowRight|-0.4412121|0.04226943|1.795654,WristRight|-0.3620487|-0.169062|1.724708,HandRight|-0.3268348|-0.2318437|1.69488,HipLeft|-0.5803715|-0.1015541|1.434725,KneeLeft|-0.4909195|-0.4462869|1.355386,AnkleLeft|-0.4739384|-0.8412295|1.297728,FootLeft|-0.3823447|-0.8725303|1.206,HipRight|-0.4997317|-0.1062972|1.53322,KneeRight|-0.6711624|-0.5470712|1.525991,AnkleRight|-0.6846277|-0.8357346|1.472992,FootRight|-0.5907463|-0.8621457|1.379537,SpineShoulder|-0.5343097|0.395281|1.606261,HandTipLeft|-0.6051732|-0.1942763|1.225022,ThumbLeft|-0.6312141|-0.1475761|1.178,HandTipRight|-0.3218622|-0.2841945|1.677848,ThumbRight|-0.2903364|-0.217727|1.69065
SpineBase|-0.5352135|-0.1083248|1.517515,SpineMid|-0.5256467|0.1831686|1.57207,Neck|-0.5131924|0.4606907|1.613976,Head|-0.4798322|0.5921881|1.61942,ShoulderLeft|-0.6111482|0.3500177|1.466657,ElbowLeft|-0.6803154|0.1342548|1.362517,WristLeft|-0.6271776|-0.08629188|1.270387,HandLeft|-0.5994457|-0.1496786|1.260289,ShoulderRight|-0.434119|0.3391514|1.718545,ElbowRight|-0.4222221|0.04045333|1.793664,WristRight|-0.3393681|-0.1698627|1.723755,HandRight|-0.3094778|-0.2322257|1.694215,HipLeft|-0.5644166|-0.1038405|1.434591,KneeLeft|-0.4806582|-0.4351517|1.359784,AnkleLeft|-0.4579418|-0.8250158|1.292723,FootLeft|-0.3711812|-0.848918|1.204781,HipRight|-0.4826066|-0.1080415|1.533717,KneeRight|-0.5054747|-0.4561601|1.392886,AnkleRight|-0.679773|-0.7900873|1.480259,FootRight|-0.6771399|-0.8616923|1.441513,SpineShoulder|-0.5168359|0.3930813|1.605564,HandTipLeft|-0.587854|-0.189699|1.231788,ThumbLeft|-0.6206273|-0.1361866|1.188889,HandTipRight|-0.3048874|-0.2840498|1.674962,ThumbRight|-0.2714575|-0.2223314|1.6887
SpineBase|-0.5221448|-0.1123583|1.512367,SpineMid|-0.5117877|0.180201|1.568625,Neck|-0.4982624|0.458656|1.612183,Head|-0.4637336|0.590161|1.618426,ShoulderLeft|-0.5939381|0.3474232|1.46512,ElbowLeft|-0.6609406|0.1288408|1.360412,WristLeft|-0.6136034|-0.08729124|1.270296,HandLeft|-0.5830551|-0.1525422|1.258237,ShoulderRight|-0.4175102|0.3400321|1.713945,ElbowRight|-0.4039358|0.03794698|1.792389,WristRight|-0.3237678|-0.1738662|1.722056,HandRight|-0.2914582|-0.2350785|1.6913,HipLeft|-0.5519294|-0.1084442|1.429798,KneeLeft|-0.4725091|-0.4314862|1.362355,AnkleLeft|-0.3715977|-0.8081605|1.302522,FootLeft|-0.2764308|-0.8210174|1.216805,HipRight|-0.4693581|-0.1112996|1.52802,KneeRight|-0.4993885|-0.4595066|1.392567,AnkleRight|-0.6776302|-0.7881972|1.479838,FootRight|-0.677536|-0.8609223|1.442128,SpineShoulder|-0.5021951|0.390822|1.603355,HandTipLeft|-0.5747294|-0.1932697|1.222971,ThumbLeft|-0.6020817|-0.123879|1.188727,HandTipRight|-0.2869958|-0.2856225|1.67266,ThumbRight|-0.2569584|-0.2196462|1.681879
SpineBase|-0.5050432|-0.1125602|1.509652,SpineMid|-0.4945129|0.1791007|1.5654,Neck|-0.4812372|0.4566656|1.608497,Head|-0.4473062|0.5888917|1.614989,ShoulderLeft|-0.5772717|0.3453698|1.461729,ElbowLeft|-0.6424512|0.1263427|1.356745,WristLeft|-0.5874627|-0.09326359|1.26927,HandLeft|-0.5659814|-0.1663651|1.2423,ShoulderRight|-0.4006408|0.3411279|1.71207,ElbowRight|-0.3850052|0.03504899|1.789487,WristRight|-0.3049612|-0.1770792|1.717814,HandRight|-0.2738745|-0.2369822|1.688828,HipLeft|-0.5346858|-0.109444|1.426856,KneeLeft|-0.4598062|-0.4266489|1.366712,AnkleLeft|-0.3682906|-0.8038399|1.296382,FootLeft|-0.2735329|-0.8156354|1.207767,HipRight|-0.4530669|-0.1107025|1.525349,KneeRight|-0.4890596|-0.4640869|1.392774,AnkleRight|-0.6742557|-0.7888058|1.47885,FootRight|-0.6754587|-0.8624504|1.442982,SpineShoulder|-0.4850553|0.3890544|1.599784,HandTipLeft|-0.5570613|-0.2376705|1.239202,ThumbLeft|-0.58659|-0.1604416|1.189556,HandTipRight|-0.2701553|-0.2874374|1.669265,ThumbRight|-0.2388498|-0.2157923|1.682667
SpineBase|-0.4721736|-0.1350208|1.502371,SpineMid|-0.4713396|0.1699935|1.560199,Neck|-0.464735|0.4561159|1.604493,Head|-0.4300659|0.5869428|1.611815,ShoulderLeft|-0.555617|0.3413003|1.45722,ElbowLeft|-0.6191204|0.1202584|1.349146,WristLeft|-0.5669986|-0.09899295|1.265414,HandLeft|-0.5432683|-0.1696955|1.237718,ShoulderRight|-0.3837564|0.343987|1.710998,ElbowRight|-0.3667885|0.03483778|1.786237,WristRight|-0.288112|-0.1791289|1.715437,HandRight|-0.2560961|-0.2377046|1.687231,HipLeft|-0.5002083|-0.1346651|1.420274,KneeLeft|-0.4363857|-0.4463324|1.363055,AnkleLeft|-0.3540612|-0.8226616|1.286859,FootLeft|-0.2617881|-0.8306725|1.19817,HipRight|-0.4228505|-0.12954|1.516822,KneeRight|-0.4790291|-0.4806325|1.403346,AnkleRight|-0.6777858|-0.7976322|1.480932,FootRight|-0.6724351|-0.8682405|1.4403,SpineShoulder|-0.467179|0.3867223|1.595559,HandTipLeft|-0.5325797|-0.2435447|1.237759,ThumbLeft|-0.5649468|-0.1592799|1.1872,HandTipRight|-0.2531499|-0.2889535|1.666546,ThumbRight|-0.2235488|-0.2186832|1.677487
SpineBase|-0.4598752|-0.1390279|1.498433,SpineMid|-0.4556779|0.1658563|1.555415,Neck|-0.4490045|0.4545284|1.599657,Head|-0.4135458|0.5846841|1.607445,ShoulderLeft|-0.5394443|0.3391652|1.452142,ElbowLeft|-0.5996146|0.1168718|1.342943,WristLeft|-0.5347976|-0.1084383|1.254675,HandLeft|-0.5139222|-0.1769766|1.247181,ShoulderRight|-0.3639332|0.3408827|1.70568,ElbowRight|-0.3458354|0.03112111|1.783024,WristRight|-0.2706071|-0.184336|1.709771,HandRight|-0.2377406|-0.2424362|1.684823,HipLeft|-0.4900118|-0.1373326|1.417232,KneeLeft|-0.4157708|-0.442035|1.361417,AnkleLeft|-0.3531218|-0.8202296|1.286007,FootLeft|-0.2682465|-0.8306406|1.197517,HipRight|-0.4087909|-0.1346833|1.511421,KneeRight|-0.4725033|-0.4911425|1.413727,AnkleRight|-0.6787945|-0.8037634|1.481777,FootRight|-0.6689526|-0.871394|1.438048,SpineShoulder|-0.4511427|0.3843375|1.590664,HandTipLeft|-0.5105623|-0.2486276|1.23313,ThumbLeft|-0.5371359|-0.1598643|1.168231,HandTipRight|-0.2354257|-0.2900662|1.665448,ThumbRight|-0.2053678|-0.2165726|1.671
SpineBase|-0.4290443|-0.1365727|1.500415,SpineMid|-0.4317993|0.1651808|1.552896,Neck|-0.4296793|0.4520724|1.593091,Head|-0.3956431|0.5819423|1.601821,ShoulderLeft|-0.5196335|0.3367833|1.446167,ElbowLeft|-0.5749165|0.1112081|1.333385,WristLeft|-0.513922|-0.1109606|1.248971,HandLeft|-0.4873602|-0.1784226|1.236104,ShoulderRight|-0.3461721|0.3410895|1.69785,ElbowRight|-0.3276267|0.03100641|1.778952,WristRight|-0.2520663|-0.1861525|1.708026,HandRight|-0.2240636|-0.229831|1.688729,HipLeft|-0.4597137|-0.1351826|1.419284,KneeLeft|-0.3904286|-0.4388215|1.367254,AnkleLeft|-0.3471392|-0.815335|1.281902,FootLeft|-0.2680221|-0.8248935|1.190538,HipRight|-0.3789516|-0.1318061|1.512874,KneeRight|-0.4446878|-0.5382534|1.422599,AnkleRight|-0.6702538|-0.8022554|1.482329,FootRight|-0.6702599|-0.8667096|1.438476,SpineShoulder|-0.4308537|0.3822508|1.585107,HandTipLeft|-0.4777696|-0.2498068|1.222222,ThumbLeft|-0.5123406|-0.157711|1.165313,HandTipRight|-0.2149074|-0.2903953|1.665078,ThumbRight|-0.183848|-0.2294025|1.679429
SpineBase|-0.4006752|-0.134013|1.503655,SpineMid|-0.4092526|0.1657224|1.550143,Neck|-0.412643|0.4509745|1.584877,Head|-0.3784994|0.5797558|1.594049,ShoulderLeft|-0.4996204|0.3354886|1.439036,ElbowLeft|-0.5512414|0.1117901|1.326297,WristLeft|-0.480576|-0.1141148|1.237596,HandLeft|-0.4586858|-0.180098|1.222344,ShoulderRight|-0.3263652|0.3392448|1.688986,ElbowRight|-0.30175|0.02867491|1.771553,WristRight|-0.2290789|-0.19146|1.704594,HandRight|-0.2049669|-0.2304961|1.686829,HipLeft|-0.4302981|-0.1197972|1.426309,KneeLeft|-0.3575382|-0.4316642|1.354503,AnkleLeft|-0.3589612|-0.8031448|1.291235,FootLeft|-0.2791583|-0.8206321|1.20535,HipRight|-0.3479404|-0.1413852|1.51258,KneeRight|-0.4387889|-0.5109305|1.426539,AnkleRight|-0.6607255|-0.8019926|1.481671,FootRight|-0.6649047|-0.8669114|1.437868,SpineShoulder|-0.4125414|0.3815305|1.578235,HandTipLeft|-0.4527862|-0.2488793|1.21143,ThumbLeft|-0.485605|-0.1700924|1.159118,HandTipRight|-0.1972729|-0.2917384|1.664395,ThumbRight|-0.1674727|-0.2198084|1.676
